user,text,location,date,topic
AP_Magazine,"Struggle with wide-angle scenes? 

EDITING HACK: Here's how to shoot and edit panoramic images in Adobe Camera Raw 👉 https://t.co/3xAViqOXj5 https://t.co/yFgAvxgEOe",London,2020-01-28 21:02:03,Photography
AP_Magazine,"What's the biggest change you've made in your photography?

The power of change 🙌 Tracy Calder talks to three photographers 📷 who embraced change - be it camera systems or their very way of life 👉 https://t.co/5XXJl6gA5o https://t.co/XiFSjEykmb",London,2020-01-28 20:01:01,Photography
AP_Magazine,"INTERVIEW: Music photographer Brian Griffin talks about his eclectic career to date: https://t.co/9sSma1eYKe

His collection of work is seriously impressive! https://t.co/Dj7NR5JMLg",London,2020-01-28 19:08:02,Photography
AP_Magazine,"18 essential wildlife photography accessories: https://t.co/QphRwCYsgX

What's your must have piece of kit? https://t.co/xriSCmsKrU",London,2020-01-28 18:32:03,Photography
AP_Magazine,"""The camera slipped out of my hand… my hard drive broke… and it was then I realised all my kit was halfway down the cliff."" 

24 of the biggest photo disasters from professionals, AP readers, and the AP team 👉 https://t.co/WpUpLdrChW

You may laugh or cry... or both 😂 https://t.co/VK5TR1r6pL",London,2020-01-28 17:06:10,Photography
AP_Magazine,Expert Advice: 6 Professional Photographers Give Their Best Tips For Landscape Photography 👉https://t.co/R36r5bUPxM https://t.co/K1OFMfz8YL,London,2020-01-28 16:06:02,Photography
AP_Magazine,"If you've not used this before you're missing out! 

How to Reduce Noise in your Photos with DxO PhotoLab 2 📸 https://t.co/S8bd52MSwp https://t.co/vox0SgiR9V",London,2020-01-28 15:31:02,Photography
AP_Magazine,"Saving you some 💰💵

We take a look at the best third-party lenses you can buy for your camera 👉 https://t.co/OIXfQvbilK
✅ Samyang ✅ Sigma ✅ Tamron ✅ Tokina https://t.co/mzSM4olWpm",London,2020-01-28 14:03:02,Photography
AP_Magazine,"We LOVE 😍Tony's work – don't you?

INTERVIEW: Tony Sellen talks about his minimalist approach to B&amp;W photography: https://t.co/CKUrSVGtik https://t.co/5JK7eGTm92",London,2020-01-28 13:07:02,Photography
AP_Magazine,"Know your Rembrandt from your clamshell? 

Expert Advice: How to capture the PERFECT headshot 📷 https://t.co/K8VDXjtyJN https://t.co/nwttNKWSSs",London,2020-01-28 12:16:02,Photography
AP_Magazine,"18 essential wildlife photography accessories: https://t.co/QphRwCYsgX

What's your must have piece of kit? https://t.co/68eFGOOcEu",London,2020-01-28 11:04:01,Photography
